city,state_id,state_name,id
Swansea,SC,South Carolina,1840016729
Enterprise,KS,Kansas,1840008556
Van Horne,IA,Iowa,1840010124
Jewett,TX,Texas,1840019541
Clarkton,NC,North Carolina,1840016561
Chevak,AK,Alaska,1840023322
Queenstown,MD,Maryland,1840005902
Wheelwright,KY,Kentucky,1840015233
Inez,KY,Kentucky,1840014338
Dugger,IN,Indiana,1840009630
Stillmore,GA,Georgia,1840015785
Henning,MN,Minnesota,1840006654
Screven,GA,Georgia,1840015857
Ponce de Leon,FL,Florida,1840017164
Oldenburg,IN,Indiana,1840009598
Truesdale,MO,Missouri,1840010713
Nevada,OH,Ohio,1840011888
Eden,WI,Wisconsin,1840002605
Coldwater,KS,Kansas,1840007624
Downsville,MD,Maryland,1840024396
Sunset Village,GA,Georgia,1840013796
Harmony,IN,Indiana,1840010623
Sycamore,OH,Ohio,1840011889
Englewood,PA,Pennsylvania,1840034951
West Pittsburg,PA,Pennsylvania,1840026380
Cumberland,OK,Oklahoma,1840034437
Lyndonville,NY,New York,1840004263
Gaston,NC,North Carolina,1840016043
Clay Center,NE,Nebraska,1840003617
Oxford,AR,Arkansas,1840014475
Tipton,PA,Pennsylvania,1840005377
Rockaway Beach,MO,Missouri,1840009945
Wanblee,SD,South Dakota,1840006816
Fouke,AR,Arkansas,1840013752
Marshallville,OH,Ohio,1840011896
Lakeville,NY,New York,1840024076
Sanford,MI,Michigan,1840010955
Victor,MT,Montana,1840018484
Dewar,OK,Oklahoma,1840021714
Waleska,GA,Georgia,1840015573
La Jara,CO,Colorado,1840021578
Chain O' Lakes,WI,Wisconsin,1840023954
Glasgow,WV,West Virginia,1840006193
Clifton,SC,South Carolina,1840026956
Notus,ID,Idaho,1840020042
Windfall City,IN,Indiana,1840073800
Mantua,OH,Ohio,1840011675
Ainsworth,IA,Iowa,1840007102
Sterrett,AL,Alabama,1840022966
Clearview Acres,WY,Wyoming,1840038428
Silver City,NC,North Carolina,1840013506
Ellendale,DE,Delaware,1840006062
Albany,IL,Illinois,1840010175
Hartland,MI,Michigan,1840070839
Potomac,IL,Illinois,1840012181
Briaroaks,TX,Texas,1840019466
Salt Creek,CO,Colorado,1840018861
Potomac Park,MD,Maryland,1840024433
Earlville,NY,New York,1840004363
Sarepta,LA,Louisiana,1840018060
Rouzerville,PA,Pennsylvania,1840005496
Laytonville,CA,California,1840017534
Springer,OK,Oklahoma,1840022845
Virginia City,NV,Nevada,1840026641
Walker,IA,Iowa,1840010126
Haviland,KS,Kansas,1840001691
Antelope,SD,South Dakota,1840004261
Dunkirk,OH,Ohio,1840011957
Brasher Falls,NY,New York,1840023928
Lone Rock,WI,Wisconsin,1840002819
West Point,CA,California,1840018872
Allenton,WI,Wisconsin,1840024031
Wallace,CA,California,1840018871
Calumet,MI,Michigan,1840010907
Pleasantville,PA,Pennsylvania,1840003427
Congerville,IL,Illinois,1840011942
Orrick,MO,Missouri,1840009599
Fort Chiswell,VA,Virginia,1840037378
Savona,NY,New York,1840004553
Ocean Isle Beach,NC,North Carolina,1840016689
Humphrey,NE,Nebraska,1840007086
Everson,PA,Pennsylvania,1840001504
Overton,NE,Nebraska,1840011829
Whitelaw,WI,Wisconsin,1840002208
Bentleyville,OH,Ohio,1840003398
Prewitt,NM,New Mexico,1840033625
Lake City,MI,Michigan,1840002514
Pleasant Plains,IL,Illinois,1840012453
Wilton,ND,North Dakota,1840001894
Iron Mountain Lake,MO,Missouri,1840008687
Ohio City,OH,Ohio,1840011904
Owensville,OH,Ohio,1840012711
St. Clair,MN,Minnesota,1840008979
Vineland,MN,Minnesota,1840006673
Teec Nos Pos,AZ,Arizona,1840019007
Riverton,KS,Kansas,1840026865
Redfield,IA,Iowa,1840009212
Birnamwood,WI,Wisconsin,1840002262
Monroe,IN,Indiana,1840009375
Elkville,IL,Illinois,1840012965
Ryan,OK,Oklahoma,1840021921
Hagerman,NM,New Mexico,1840021934
Lake Tomahawk,OH,Ohio,1840042997
Stafford,KS,Kansas,1840009830
Ringtown,PA,Pennsylvania,1840002776
Elmore City,OK,Oklahoma,1840021856
Cambalache,PR,Puerto Rico,1630145082
Lyndon Station,WI,Wisconsin,1840002229
Volcano,HI,Hawaii,1840023209
Millville,CA,California,1840018729
Yatesville,PA,Pennsylvania,1840000779
Cedarville,NJ,New Jersey,1840005749
Tatum,NM,New Mexico,1840022962
Pleasant View,PA,Pennsylvania,1840035156
Wayne,OK,Oklahoma,1840022786
Newtonville,NJ,New Jersey,1840081120
Pinewood,SC,South Carolina,1840016739
Downey,ID,Idaho,1840018670
Hamden,OH,Ohio,1840012686
Homecroft,IN,Indiana,1840029952
Meeteetse,WY,Wyoming,1840022341
Stewartsville,MO,Missouri,1840009489
Valliant,OK,Oklahoma,1840022854
Lime Lake,NY,New York,1840024096
Hebron,ND,North Dakota,1840000198
Detroit,TX,Texas,1840021951
Condon,OR,Oregon,1840018547
South Coffeyville,OK,Oklahoma,1840022594
Milford Center,OH,Ohio,1840012173
Clallam Bay,WA,Washington,1840025247
Eden Roc,HI,Hawaii,1840029569
Rocky Point,OK,Oklahoma,1840096500
New Hartford,IA,Iowa,1840008039
Niederwald,TX,Texas,1840020906
Beatty,NV,Nevada,1840017561
Mulberry Grove,IL,Illinois,1840012781
Akins,OK,Oklahoma,1840017830
Rivesville,WV,West Virginia,1840005737
Hollow Rock,TN,Tennessee,1840016179
Halaula,HI,Hawaii,1840029473
Hedrick,IA,Iowa,1840007109
Jolivue,VA,Virginia,1840006244
Empire City,OK,Oklahoma,1840021887
Corinne,UT,Utah,1840018703
Crowder,MS,Mississippi,1840016646
Newland,NC,North Carolina,1840016115
Bear River City,UT,Utah,1840018701
Lake Saint Clair,MO,Missouri,1840142445
Sewickley Hills,PA,Pennsylvania,1840001261
Bovey,MN,Minnesota,1840006613
Bradbury,CA,California,1840019232
Leeds,UT,Utah,1840021564
Thunderbird Bay,TX,Texas,1840042639
Franklin,KS,Kansas,1840026831
Sanbornville,NH,New Hampshire,1840026135
John Sevier,TN,Tennessee,1840109961
Corriganville,MD,Maryland,1840024419
White Swan,WA,Washington,1840018464
Eau Claire,MI,Michigan,1840011226
Kezar Falls,ME,Maine,1840031519
Interlaken,NJ,New Jersey,1840003689
Hubbell,MI,Michigan,1840006565
Shelter Cove,CA,California,1840025526
Green Acres,ND,North Dakota,1840040312
Edisto Beach,SC,South Carolina,1840016902
Niantic,IL,Illinois,1840012430
Fripp Island,SC,South Carolina,1840150176
Palmona Park,FL,Florida,1840028922
Lincoln,DE,Delaware,1840045150
Perry,MO,Missouri,1840009563
Frankfort,KS,Kansas,1840008424
Hydetown,PA,Pennsylvania,1840000556
Hardin,IL,Illinois,1840012684
Millerton,CA,California,1840146804
Sanders,AZ,Arizona,1840022626
Ashland,MT,Montana,1840017371
New Chapel Hill,TX,Texas,1840020742
Brownsville,WI,Wisconsin,1840002736
Hollins,AL,Alabama,1840022973
Mound City,KS,Kansas,1840008665
Palestine,AR,Arkansas,1840014620
Leesburg,IN,Indiana,1840009305
Harwood,ND,North Dakota,1840000181
Lewiston,MI,Michigan,1840004025
Hunting Valley,OH,Ohio,1840000606
Erlands Point,WA,Washington,1840037651
Holcomb,MO,Missouri,1840007666
El Refugio,TX,Texas,1840018312
Newman,IL,Illinois,1840008437
Imboden,AR,Arkansas,1840016132
Superior,MT,Montana,1840022305
Fairchilds,TX,Texas,1840023153
Mineral City,OH,Ohio,1840012092
Hickory Flat,MS,Mississippi,1840015521
Wellsburg,IA,Iowa,1840010103
Schall Circle,FL,Florida,1840029002
Pleasant Valley,AK,Alaska,1840023685
Attapulgus,GA,Georgia,1840013898
Viborg,SD,South Dakota,1840002853
Drayton,ND,North Dakota,1840000013
Burr Oak,MI,Michigan,1840010157
Kerkhoven,MN,Minnesota,1840007805
Texico,NM,New Mexico,1840021840
Hickman,CA,California,1840017617
McBain,MI,Michigan,1840002515
Derby Line,VT,Vermont,1840004049
Etna,CA,California,1840020103
Almena,WI,Wisconsin,1840002068
De Kalb,MS,Mississippi,1840016954
Wickliffe,KY,Kentucky,1840015260
Camden,NC,North Carolina,1840024899
Atlas,PA,Pennsylvania,1840034851
Driscoll,TX,Texas,1840019719
Beulah Valley,CO,Colorado,1840028562
Ventura,NM,New Mexico,1840040219
North Middletown,KY,Kentucky,1840014314
Steele,ND,North Dakota,1840001918
Grantsville,MD,Maryland,1840005629
Rocky Hill,NJ,New Jersey,1840001055
Delano,TN,Tennessee,1840036138
Lake Colorado City,TX,Texas,1840042593
Black Eagle,MT,Montana,1840017345
Freelandville,IN,Indiana,1840024605
North San Pedro,TX,Texas,1840037095
Osmond,NE,Nebraska,1840009134
Lake Santee,IN,Indiana,1840042714
Beaver Springs,PA,Pennsylvania,1840005359
Hilltop,OH,Ohio,1840034372
Nuiqsut,AK,Alaska,1840023483
Brookside,OH,Ohio,1840010517
La Moille,IL,Illinois,1840011568
Salcha,AK,Alaska,1840037687
Michie,TN,Tennessee,1840016408
Blanchardville,WI,Wisconsin,1840003097
Mount Jewett,PA,Pennsylvania,1840000527
Granite,UT,Utah,1840037156
Morven,GA,Georgia,1840014993
Garrison,KY,Kentucky,1840026729
Atlanta,IN,Indiana,1840010498
Kinmundy,IL,Illinois,1840008614
Teachey,NC,North Carolina,1840016470
Merrill,OR,Oregon,1840020053
Chester,MT,Montana,1840022278
Montreal,WI,Wisconsin,1840001953
Coleman,WI,Wisconsin,1840003928
Crescent,GA,Georgia,1840049900
McGregor,IA,Iowa,1840008015
Hackett,AR,Arkansas,1840013458
Viburnum,MO,Missouri,1840010855
Rushford Village,MN,Minnesota,1840009015
May Creek,WA,Washington,1840037857
Hightsville,NC,North Carolina,1840013627
Kersey,PA,Pennsylvania,1840026304
Route 7 Gateway,CT,Connecticut,1840153088
Mound City,IL,Illinois,1840008774
Fountain City,IN,Indiana,1840010544
Ellenboro,NC,North Carolina,1840016319
Hubbard,IA,Iowa,1840006962
Winfall,NC,North Carolina,1840016100
Taylortown,NC,North Carolina,1840016356
West Winfield,NY,New York,1840004154
Heath Springs,SC,South Carolina,1840015505
McIntosh,MN,Minnesota,1840007705
Liberal,MO,Missouri,1840008729
Gibraltar,PA,Pennsylvania,1840034984
Nortonville,KS,Kansas,1840008506
Reece City,AL,Alabama,1840017965
Key Colony Beach,FL,Florida,1840015160
Rich Square,NC,North Carolina,1840017701
Chauncey,OH,Ohio,1840010638
Lost City,OK,Oklahoma,1840034556
Queen City,MO,Missouri,1840009412
Alma,WI,Wisconsin,1840002379
San Miguel,NM,New Mexico,1840025089
Isola,MS,Mississippi,1840016887
Kiowa,KS,Kansas,1840008756
Koppel,PA,Pennsylvania,1840003587
Garnavillo,IA,Iowa,1840008013
Santa Rosa,AZ,Arizona,1840019484
Corydon,KY,Kentucky,1840014335
Crescent,IA,Iowa,1840007118
Kress,TX,Texas,1840020519
Longport,NJ,New Jersey,1840003792
Painted Hills,IN,Indiana,1840030085
Chattaroy,WV,West Virginia,1840006355
Arco,ID,Idaho,1840018627
Roseland,IN,Indiana,1840010195
Cosby,TN,Tennessee,1840112370
Tekoa,WA,Washington,1840021135
Morrill,NE,Nebraska,1840011396
Copenhagen,NY,New York,1840004140
Taycheedah,WI,Wisconsin,1840024010
Melbourne Village,FL,Florida,1840017234
Marco Shores-Hammock Bay,FL,Florida,1840152946
Keefton,OK,Oklahoma,1840034456
Ramona,OK,Oklahoma,1840021601
West Mansfield,OH,Ohio,1840012159
Hollow Creek,KY,Kentucky,1840014306
East Newnan,GA,Georgia,1840013097
Keiser,AR,Arkansas,1840014502
Mossyrock,WA,Washington,1840019883
Mullan,ID,Idaho,1840019798
Faulkton,SD,South Dakota,1840002119
Lake Latonka,PA,Pennsylvania,1840026315
Norwood,MO,Missouri,1840008745
Karlstad,MN,Minnesota,1840007677
Anguilla,MS,Mississippi,1840015762
Belle Fontaine,AL,Alabama,1840023701
Swea City,IA,Iowa,1840009022
Wonderland Homes,SD,South Dakota,1840150324
Nassau Lake,NY,New York,1840151585
Valley City,OH,Ohio,1840034321
Coggon,IA,Iowa,1840006984
Spur,TX,Texas,1840021979
Payne Gap,KY,Kentucky,1840026875
Nicholson,PA,Pennsylvania,1840000579
Tyrone,NM,New Mexico,1840025078
Lacona,NY,New York,1840004190
Woodridge,NY,New York,1840004792
Stonington,IL,Illinois,1840012550
Oriskany Falls,NY,New York,1840004210
Dighton,KS,Kansas,1840007477
Tetherow,OR,Oregon,1840040452
Barnardsville,NC,North Carolina,1840089402
Stewardson,IL,Illinois,1840012591
Scotland,SD,South Dakota,1840003063
Turbotville,PA,Pennsylvania,1840000852
Athol,ID,Idaho,1840018401
McLean,IL,Illinois,1840011980
Belleville,AR,Arkansas,1840013487
Schwana,WA,Washington,1840120325
Saltsburg,PA,Pennsylvania,1840002788
Adams,MN,Minnesota,1840006829
Chamberino,NM,New Mexico,1840025081
Cedar Hill,NM,New Mexico,1840024848
Golden,IL,Illinois,1840012361
Avon,SD,South Dakota,1840003067
Summerton,SC,South Carolina,1840016787
Aguanga,CA,California,1840022904
Dobbins Heights,NC,North Carolina,1840016474
Reynolds,GA,Georgia,1840014879
Roff,OK,Oklahoma,1840021837
McRae,AR,Arkansas,1840015428
Alexis,IL,Illinois,1840010324
Bloomington,WI,Wisconsin,1840002970
Hartford,IA,Iowa,1840007106
West Lebanon,IN,Indiana,1840010443
Wheatfield,IN,Indiana,1840010293
Rawson,OH,Ohio,1840011741
Morrison,OK,Oklahoma,1840022652
Stratford,IA,Iowa,1840009122
North Brentwood,MD,Maryland,1840031456
Varna,NY,New York,1840085670
Prairie City,OR,Oregon,1840019983
Ubly,MI,Michigan,1840013154
Greenbush,MN,Minnesota,1840007681
Pine Brook Hill,CO,Colorado,1840028521
Eads,CO,Colorado,1840021495
Pittsford,MI,Michigan,1840071158
Russellville,OH,Ohio,1840012721
Ida,MI,Michigan,1840031627
Cattle Creek,CO,Colorado,1840024360
Bergman,AR,Arkansas,1840015298
Teton Village,WY,Wyoming,1840018613
Hooversville,PA,Pennsylvania,1840003737
Camden,MI,Michigan,1840010155
Wiley Ford,WV,West Virginia,1840005722
Gun Club Estates,FL,Florida,1840028984
Marengo,IN,Indiana,1840009818
Allen,SD,South Dakota,1840004256
Wildwood,TX,Texas,1840026014
Trout Lake,WA,Washington,1840024000
Dover,MN,Minnesota,1840006810
Betances,PR,Puerto Rico,1630023606
Greenwood,MN,Minnesota,1840006748
Alpha,IL,Illinois,1840010245
Forestville,NY,New York,1840004565
Orient,OR,Oregon,1840097768
Hessmer,LA,Louisiana,1840018189
Shelby,NE,Nebraska,1840011655
Hilltop,WV,West Virginia,1840038140
Maguayo,PR,Puerto Rico,1630035707
Blue Ridge Manor,KY,Kentucky,1840013209
Oljato-Monument Valley,UT,Utah,1840074515
Moscow,TN,Tennessee,1840014595
Saugatuck,MI,Michigan,1840003113
Cordova,IL,Illinois,1840011440
University of Pittsburgh Bradford,PA,Pennsylvania,1840143627
Sonoita,AZ,Arizona,1840019536
Ruby,MI,Michigan,1840128020
Beaver Meadows,PA,Pennsylvania,1840000928
Bertrand,NE,Nebraska,1840012076
Rising Star,TX,Texas,1840022096
Woonsocket,SD,South Dakota,1840002535
What Cheer,IA,Iowa,1840010260
Waynesfield,OH,Ohio,1840012074
Courtland,MN,Minnesota,1840006793
Naches,WA,Washington,1840022318
Clear Lake,MN,Minnesota,1840006699
Mesa,WA,Washington,1840019887
Robin Glen-Indiantown,MI,Michigan,1840073772
Gratz,PA,Pennsylvania,1840001286
Trenton,TX,Texas,1840021973
Pine Ridge,SC,South Carolina,1840153107
Joaquin,TX,Texas,1840019530
Falls City,TX,Texas,1840020991
Unalakleet,AK,Alaska,1840023501
Jetmore,KS,Kansas,1840008670
Hosford,FL,Florida,1840026011
Buffalo,OH,Ohio,1840026543
Juniata Gap,PA,Pennsylvania,1840099888
Dahlgren Center,VA,Virginia,1840043194
Norris,SC,South Carolina,1840016495
Attica,OH,Ohio,1840011717
St. Michaels,AZ,Arizona,1840019002
Loretto,MN,Minnesota,1840008922
Elmwood,NE,Nebraska,1840011812
Queen Valley,AZ,Arizona,1840019360
Scooba,MS,Mississippi,1840018083
Beverly,WV,West Virginia,1840005992
Wataga,IL,Illinois,1840011770
Blairstown,IA,Iowa,1840006983
Cleveland,MN,Minnesota,1840006788
Agency,MO,Missouri,1840010601
Bolton,OH,Ohio,1840094069
Cartwright,OK,Oklahoma,1840026981
Grenloch,NJ,New Jersey,1840080822
Cardwell,MO,Missouri,1840007664
Molena,GA,Georgia,1840014854
Stetsonville,WI,Wisconsin,1840001568
Central Valley,UT,Utah,1840022479
Blackduck,MN,Minnesota,1840006601
Phil Campbell,AL,Alabama,1840016626
Upper Witter Gulch,CO,Colorado,1840148423
Niota,TN,Tennessee,1840014549
Arlee,MT,Montana,1840017330
Raymondville,MO,Missouri,1840010862
Sunset Lake,NJ,New Jersey,1840143266
Glendale,OR,Oregon,1840020031
Vista West,WY,Wyoming,1840038444
Arcadia Lakes,SC,South Carolina,1840015597
Trimont,MN,Minnesota,1840010045
Cairo,OH,Ohio,1840010355
Howe,OK,Oklahoma,1840021799
Kreamer,PA,Pennsylvania,1840005366
Waverly,WV,West Virginia,1840025618
Syracuse,OH,Ohio,1840012750
Brimfield,IL,Illinois,1840010353
Fieldsboro,NJ,New Jersey,1840003753
Raymond,MN,Minnesota,1840008910
Francis Creek,WI,Wisconsin,1840002211
Lake of the Woods,CA,California,1840017824
Wood Heights,MO,Missouri,1840010644
Farina,IL,Illinois,1840012734
Bardwell,KY,Kentucky,1840013287
Stony Creek Mills,PA,Pennsylvania,1840026457
Oak Creek,CO,Colorado,1840022402
Adair,OK,Oklahoma,1840021659
Walton,IN,Indiana,1840010363
Pickett,OK,Oklahoma,1840096490
Oak Grove,TX,Texas,1840023035
Millwood,NY,New York,1840033915
Bryant,SD,South Dakota,1840002297
Wadsworth,NV,Nevada,1840018710
Parkway,MO,Missouri,1840012863
Piñas,PR,Puerto Rico,1630126672
Lyons,OH,Ohio,1840011513
Tabernash,CO,Colorado,1840018759
Calhoun,KY,Kentucky,1840013235
Chester,GA,Georgia,1840017004
Talbotton,GA,Georgia,1840015780
Idaho City,ID,Idaho,1840018620
Arendtsville,PA,Pennsylvania,1840000676
Virgin,UT,Utah,1840022561
Floyd,AR,Arkansas,1840001767
Indianola,CA,California,1840026322
Coleman,FL,Florida,1840015087
Sewickley Heights,PA,Pennsylvania,1840001260
Armour,SD,South Dakota,1840002861
Sharptown,MD,Maryland,1840006223
Renaissance at Monroe,NJ,New Jersey,1840144114
New Harmony,IN,Indiana,1840013890
Folsom,LA,Louisiana,1840018223
Kirby,AR,Arkansas,1840025860
Landfall,MN,Minnesota,1840007818
Tuscola,TX,Texas,1840022092
Supreme,LA,Louisiana,1840014009
Union Grove,TX,Texas,1840022063
Red Creek,NY,New York,1840004294
Fallston,NC,North Carolina,1840016335
Arizona Village,AZ,Arizona,1840018338
Olde Stockdale,CA,California,1840147384
Colmesneil,TX,Texas,1840019564
Betsy Layne,KY,Kentucky,1840026819
Fairplay,CO,Colorado,1840021455
Gaylordsville,CT,Connecticut,1840044523
Hoboken,GA,Georgia,1840014973
Sylvan Beach,NY,New York,1840004213
Gwynn,VA,Virginia,1840026848
Arcadia,OH,Ohio,1840010312
Fairview,AL,Alabama,1840002078
Pine Ridge,AL,Alabama,1840016560
Loretto,KY,Kentucky,1840015236
Fieldale,VA,Virginia,1840006550
Grey Forest,TX,Texas,1840020956
Salem,NM,New Mexico,1840019413
Ray,ND,North Dakota,1840000057
Hatton,ND,North Dakota,1840000134
Eleva,WI,Wisconsin,1840002389
Sciotodale,OH,Ohio,1840006055
Manila,CA,California,1840026323
Galena,MD,Maryland,1840005796
Esmont,VA,Virginia,1840026774
Sawmill,AZ,Arizona,1840019003
Silver Springs Shores East,FL,Florida,1840152948
Minneola,KS,Kansas,1840008753
Twin Valley,MN,Minnesota,1840009966
Sligo,PA,Pennsylvania,1840003463
Mendocino,CA,California,1840018782
Beemer,NE,Nebraska,1840011361
Hardy,AR,Arkansas,1840013326
Lolita,TX,Texas,1840019677
Warrenville,SC,South Carolina,1840026990
Tyronza,AR,Arkansas,1840015407
Tampico,IL,Illinois,1840011423
Patterson Heights,PA,Pennsylvania,1840001029
Killdeer,ND,North Dakota,1840000127
North Light Plant,NM,New Mexico,1840040159
Stockton,MN,Minnesota,1840008989
Park City,KY,Kentucky,1840014395
Paoli,OK,Oklahoma,1840022823
Turbeville,SC,South Carolina,1840016788
Hardwood Acres,MI,Michigan,1840039585
Lyons,IN,Indiana,1840009694
Waverly Hall,GA,Georgia,1840016960
Grayhawk,MO,Missouri,1840042719
Hilltop Lakes,TX,Texas,1840025965
St. Charles,IA,Iowa,1840009290
Ringwood,IL,Illinois,1840011139
Winton,NC,North Carolina,1840016048
Lyons,NE,Nebraska,1840009193
Columbiaville,MI,Michigan,1840010999
Wonewoc,WI,Wisconsin,1840002225
Morrison,TN,Tennessee,1840016269
Hinckley,UT,Utah,1840021456
White Cliffs,NM,New Mexico,1840142663
New Cuyama,CA,California,1840024984
Cedarville,CA,California,1840022386
Paris,ID,Idaho,1840020092
Rolfe,IA,Iowa,1840000398
Rodey,NM,New Mexico,1840025088
Yates City,IL,Illinois,1840011768
Hancock,MN,Minnesota,1840006689
Bradford,IL,Illinois,1840011729
Lakeside,OH,Ohio,1840026266
Chippewa Lake,OH,Ohio,1840010295
Montrose,IA,Iowa,1840008323
Burke,SD,South Dakota,1840002862
Cokeburg,PA,Pennsylvania,1840003648
White Earth,MN,Minnesota,1840006630
Little Rock,SC,South Carolina,1840035806
Peletier,NC,North Carolina,1840016486
Williamsburg,CO,Colorado,1840022503
Tiskilwa,IL,Illinois,1840011583
Piper City,IL,Illinois,1840011879
Redwater,MS,Mississippi,1840013802
Muddy,MT,Montana,1840018530
Allendale,IL,Illinois,1840010789
Hamilton,VA,Virginia,1840005870
Carnuel,NM,New Mexico,1840033707
Dennehotso,AZ,Arizona,1840018995
Oneida Castle,NY,New York,1840004208
Sandy Hook,KY,Kentucky,1840015210
Holland,IN,Indiana,1840010802
Plain,WI,Wisconsin,1840002725
Ridgway,IL,Illinois,1840012970
Oak City,UT,Utah,1840022460
Allenwood,NJ,New Jersey,1840005438
Paradis,LA,Louisiana,1840013984
Big Sandy,MT,Montana,1840019784
McConnell,WV,West Virginia,1840038271
Walnut Grove,MN,Minnesota,1840010017
Underwood,ND,North Dakota,1840001898
Watson,IL,Illinois,1840012743
South Mount Vernon,OH,Ohio,1840093221
Jacksons' Gap,AL,Alabama,1840025222
Kimball,MN,Minnesota,1840007784
Milton,KY,Kentucky,1840014276
Unionville,NY,New York,1840004879
New Hope,VA,Virginia,1840024687
Parkin,AR,Arkansas,1840014579
Dierks,AR,Arkansas,1840014707
Sequatchie,TN,Tennessee,1840110886
Loch Lloyd,MO,Missouri,1840032257
Langeloth,PA,Pennsylvania,1840026502
Hookerton,NC,North Carolina,1840016313
Harrah,WA,Washington,1840021156
Yachats,OR,Oregon,1840021236
Taconite,MN,Minnesota,1840008831
Ozark Acres,AR,Arkansas,1840039644
Tonica,IL,Illinois,1840011541
Bloomdale,OH,Ohio,1840011547
Dove Creek,CO,Colorado,1840021540
Jonesburg,MO,Missouri,1840008554
Dale,WI,Wisconsin,1840025364
Our Town,AL,Alabama,1840023017
New Berlin,PA,Pennsylvania,1840003533
Morganza,LA,Louisiana,1840018201
Manokotak,AK,Alaska,1840023281
Yarnell,AZ,Arizona,1840019167
Wheatland,MT,Montana,1840039764
Cassville,WI,Wisconsin,1840002973
Bucklin,KS,Kansas,1840007562
Jennings,FL,Florida,1840017188
Conneautville,PA,Pennsylvania,1840000555
Silverhill,AL,Alabama,1840018194
Johnson,OK,Oklahoma,1840021789
Gillis,LA,Louisiana,1840026020
Kenwood,CA,California,1840024618
Onaga,KS,Kansas,1840009587
Uniontown,KY,Kentucky,1840015228
Roslyn,WA,Washington,1840019842
Belfield,ND,North Dakota,1840001937
Minden,IA,Iowa,1840008233
Junction City,AR,Arkansas,1840014844
Millerstown,PA,Pennsylvania,1840001304
George,WA,Washington,1840019814
Lafitte,LA,Louisiana,1840013992
Paradise,UT,Utah,1840022376
Misenheimer,NC,North Carolina,1840017856
Lockesburg,AR,Arkansas,1840015607
Lee,FL,Florida,1840017186
Taylor Springs,IL,Illinois,1840012645
Nelson,AZ,Arizona,1840137559
Hermitage,MO,Missouri,1840007554
Carlock,IL,Illinois,1840010375
McClellanville,SC,South Carolina,1840017284
Silverton,TX,Texas,1840021882
Josephville,MO,Missouri,1840012808
Rancho Mesa Verde,AZ,Arizona,1840038041
Forest Junction,WI,Wisconsin,1840023996
Kinsman Center,OH,Ohio,1840040317
Waterville,KS,Kansas,1840010552
Rosman,NC,North Carolina,1840017862
Isleta,NM,New Mexico,1840033658
Happy Valley,AK,Alaska,1840023404
Washington Grove,MD,Maryland,1840005860
Middletown,MI,Michigan,1840004364
Akutan,AK,Alaska,1840023265
Puryear,TN,Tennessee,1840014439
Pultneyville,NY,New York,1840026166
Edenburg,PA,Pennsylvania,1840034946
Watauga,TN,Tennessee,1840015278
Lynch,KY,Kentucky,1840015265
Graford,TX,Texas,1840020688
Fairmont,NE,Nebraska,1840012050
Fairfield,MT,Montana,1840021088
Hailesboro,NY,New York,1840025338
Central City,AR,Arkansas,1840016378
Reddell,LA,Louisiana,1840025992
Valle Vista,TX,Texas,1840041588
Ansonville,NC,North Carolina,1840015479
Brownsdale,MN,Minnesota,1840004169
Russell,IA,Iowa,1840009341
Round Hill,VA,Virginia,1840005876
Mesquite,NM,New Mexico,1840019410
Weaubleau,MO,Missouri,1840010839
Asherton,TX,Texas,1840019700
Bucksport,SC,South Carolina,1840013646
Rote,PA,Pennsylvania,1840026318
San Perlita,TX,Texas,1840022259
Deer Park,CA,California,1840028366
Leesburg,AL,Alabama,1840016636
Morning Sun,IA,Iowa,1840008248
Addison,AL,Alabama,1840015589
Parkdale,MI,Michigan,1840023964
Scribner,NE,Nebraska,1840000567
Highland Hills,OH,Ohio,1840003393
Camptown,VA,Virginia,1840041693
Voladoras Comunidad,PR,Puerto Rico,1630143406
Jeffersonville,VT,Vermont,1840004078
Dunseith,ND,North Dakota,1840000000
Hardin,TX,Texas,1840020899
Heuvelton,NY,New York,1840004057
Harveysburg,OH,Ohio,1840012611
Lake Medina Shores,TX,Texas,1840042595
Patoka,IL,Illinois,1840012848
Bluffs,IL,Illinois,1840012564
Lake City,TX,Texas,1840022253
El Paso,AR,Arkansas,1840001765
Ferrelview,MO,Missouri,1840012630
Clark,PA,Pennsylvania,1840000656
Oxford,IA,Iowa,1840009231
Weedville,PA,Pennsylvania,1840026305
Mina,SD,South Dakota,1840030688
Valier,IL,Illinois,1840012956
Elgin,NE,Nebraska,1840008088
Vienna Center,OH,Ohio,1840073787
Mendon,OH,Ohio,1840012004
Glen Ullin,ND,North Dakota,1840000197
Escalante,UT,Utah,1840020271
Botsford,CT,Connecticut,1840044436
St. Bernice,IN,Indiana,1840026557
Sunsites,AZ,Arizona,1840151074
Cambria,WI,Wisconsin,1840002707
Frisco,NC,North Carolina,1840025782
Rosedale,IN,Indiana,1840010564
Vernon,FL,Florida,1840015906
Leola,AR,Arkansas,1840016656
Hoffman,IL,Illinois,1840012854
Cohutta,GA,Georgia,1840014650
Lakeville,IN,Indiana,1840009242
Williamson,GA,Georgia,1840015755
Hoffman,NC,North Carolina,1840016473
East Tulare Villa,CA,California,1840042218
Sardis,AR,Arkansas,1840038762
Paris,PA,Pennsylvania,1840026503
Schaller,IA,Iowa,1840009114
Chatham,LA,Louisiana,1840017002
Haileyville,OK,Oklahoma,1840020455
Palo Seco,PR,Puerto Rico,1630035537
Seligman,AZ,Arizona,1840019164
